Quantity,Year,Month,Day,Avg_temp,Menu_Code
1,2021,202102,22,52.1,122
2,2022,202202,22,49.3,7
6,2022,202204,17,59.6,73
9,2021,202107,22,78.9,133
4,2022,202203,3,49.9,9
3,2022,202206,17,84.3,100
3,2021,202111,27,40.9,21
1,2022,202208,16,68.1,139
3,2021,202103,29,55.9,31
1,2022,202209,26,54.6,86
4,2022,202207,24,72.2,142
149,2021,202104,2,59.4,138
8,2022,202209,5,70.1,6
3,2021,202111,2,47.1,123
2,2021,202105,28,64.6,11
9,2021,202104,13,45.6,10
2,2022,202207,23,67.3,71
17,2022,202202,13,43.4,133
4,2021,202111,4,43.7,6
21,2021,202101,7,32.1,5
73,2021,202105,2,49.2,83
6,2021,202105,5,49.3,10
2,2021,202110,8,58.4,123
1,2022,202208,22,68.3,97
2,2022,202204,18,54.8,26
1,2021,202112,19,39.7,80
4,2021,202103,8,38.5,77
5,2022,202203,15,54.8,7
10,2022,202208,11,83.6,6
40,2021,202103,6,39.8,5
8,2021,202112,21,37.0,139
4,2021,202112,18,42.7,4
13,2022,202207,3,64.6,73
1,2021,202106,22,60.3,140
10,2022,202206,4,65.5,55
2,2022,202207,3,64.6,121
1,2022,202208,23,72.0,139
2,2021,202109,28,57.6,40
5,2021,202105,15,55.7,42
8,2022,202201,25,33.4,124
56,2022,202207,23,67.3,82
7,2021,202107,30,64.7,55
4,2022,202202,25,42.3,77
25,2021,202110,4,56.4,5
2,2021,202109,7,79.2,94
28,2022,202203,21,55.2,30
1,2021,202111,15,46.5,86
1,2021,202112,13,47.0,108
1,2022,202203,19,52.4,118
10,2021,202107,11,61.5,27
11,2021,202107,30,64.7,124
1,2022,202201,21,37.5,11
7,2021,202105,2,49.2,4
18,2021,202112,23,44.2,23
2,2022,202204,30,55.6,121
1,2021,202107,29,64.3,35
10,2021,202107,2,63.7,23
1,2021,202109,22,61.3,21
7,2021,202105,15,55.7,136
8,2021,202106,14,76.7,120
3,2022,202205,2,59.1,86
46,2021,202101,2,33.0,2
1,2022,202204,24,56.6,25
2,2022,202205,5,57.3,100
1,2021,202104,21,57.5,87
3,2022,202208,4,74.6,82
9,2021,202107,22,78.9,121
1,2022,202207,31,70.3,38
5,2021,202110,19,63.2,24
7,2022,202204,18,54.8,94
22,2021,202108,16,66.7,23
3,2021,202106,5,60.3,142
3,2022,202204,25,57.8,73
1,2021,202105,10,56.5,85
2,2022,202207,17,81.8,116
1,2022,202201,6,39.1,64
8,2021,202110,8,58.4,23
134,2022,202209,9,63.8,138
5,2021,202108,20,68.3,9
1,2021,202107,21,78.1,11
1,2021,202101,26,34.5,52
1,2022,202204,8,52.2,35
4,2021,202105,29,66.5,121
5,2022,202201,7,47.1,55
1,2021,202104,12,42.7,143
1,2021,202105,2,49.2,142
1,2022,202206,2,70.5,51
1,2021,202104,25,60.3,39
3,2021,202109,11,62.9,70
4,2021,202110,23,47.8,85
3,2021,202103,25,50.3,84
5,2021,202104,19,51.0,120
2,2021,202102,7,40.5,58
47,2021,202112,5,43.4,83
36,2021,202112,18,42.7,30
1,2022,202207,16,78.0,35
2,2021,202106,8,68.6,11
1,2022,202209,11,70.9,7
2,2022,202208,19,68.9,115
1,2021,202111,21,43.6,11
3,2022,202209,7,65.5,12
5,2022,202206,13,65.5,77
4,2022,202201,10,48.3,124
9,2022,202209,8,64.1,28
5,2021,202109,23,60.6,108
3,2022,202204,16,61.6,123
4,2021,202107,23,72.8,130
8,2022,202208,22,68.3,55
10,2021,202112,12,52.6,124
16,2021,202103,30,60.8,55
2,2021,202107,27,65.2,73
6,2022,202202,20,52.6,6
2,2022,202205,27,59.0,139
4,2022,202201,17,41.2,27
6,2022,202207,6,69.4,127
6,2022,202205,1,59.3,57
4,2021,202105,16,55.4,78
1,2021,202108,12,69.4,142
3,2021,202105,9,60.1,123
6,2022,202205,16,66.1,47
6,2022,202206,17,84.3,6
22,2021,202112,3,44.3,29
1,2021,202112,26,52.8,131
7,2021,202107,25,67.1,31
1,2022,202208,31,69.9,51
8,2021,202107,11,61.5,85
4,2022,202201,14,33.0,9
46,2021,202106,19,64.7,30
4,2021,202102,27,46.1,70
10,2021,202112,30,56.4,124
3,2022,202206,27,61.3,49
1,2021,202107,19,78.3,38
2,2021,202110,16,53.9,55
3,2021,202102,6,45.9,50
272,2022,202207,13,83.2,138
4,2021,202112,3,44.3,10
4,2021,202104,17,48.9,42
8,2021,202103,1,49.2,27
4,2022,202209,17,56.4,120
11,2022,202208,15,68.9,70
3,2022,202208,7,73.1,106
5,2022,202205,12,59.5,84
3,2022,202202,5,40.6,82
6,2021,202108,7,62.9,82
6,2021,202109,17,61.6,84
2,2021,202104,22,59.6,38
1,2021,202107,31,62.3,129
4,2022,202208,22,68.3,51
3,2021,202108,31,66.0,139
2,2022,202205,10,66.2,21
14,2022,202202,6,49.8,10
1,2021,202103,2,51.9,49
10,2021,202108,21,62.1,77
7,2021,202112,3,44.3,124
104,2022,202207,14,77.9,5
1,2021,202103,23,46.0,38
4,2021,202106,20,62.1,127
4,2022,202203,2,52.0,120
28,2022,202204,19,52.3,2
1,2021,202111,28,39.5,25
3,2021,202108,16,66.7,82
5,2021,202108,16,66.7,145
1,2021,202110,21,56.8,12
7,2021,202109,19,61.9,47
176,2021,202104,23,62.1,138
5,2021,202108,30,64.5,108
6,2022,202209,25,58.6,6
4,2022,202209,21,60.7,23
6,2022,202208,23,72.0,108
3,2021,202112,3,44.3,133
1,2021,202112,11,46.0,70
3,2021,202101,16,40.7,40
10,2021,202103,20,44.5,10
18,2021,202107,21,78.1,21
8,2022,202208,25,72.5,10
2,2022,202207,11,79.4,35
6,2021,202109,10,67.2,9
5,2022,202208,16,68.1,136
5,2021,202104,6,42.8,7
38,2021,202111,14,53.0,2
8,2022,202209,20,60.2,120
5,2021,202103,22,44.2,85
6,2021,202110,21,56.8,10
5,2022,202201,16,37.4,146
5,2021,202102,22,52.1,47
3,2022,202203,26,57.8,77
4,2021,202111,6,41.3,77
1,2021,202101,25,38.0,38
58,2021,202108,4,63.3,30
166,2021,202105,10,56.5,138
1,2021,202109,17,61.6,10
16,2022,202205,3,58.0,5
1,2021,202103,28,48.1,130
3,2021,202112,28,54.3,123
3,2021,202111,3,46.7,106
1,2021,202109,21,63.6,126
9,2022,202201,8,49.0,23
6,2021,202111,11,45.4,6
8,2021,202104,20,56.8,10
1,2021,202109,4,69.6,125
6,2022,202209,9,63.8,10
7,2022,202206,19,69.8,4
50,2021,202103,12,48.4,29
7,2022,202207,9,75.8,85
9,2022,202206,19,69.8,84
19,2021,202112,13,47.0,2
2,2022,202201,16,37.4,86
4,2021,202108,16,66.7,106
1,2021,202106,26,60.9,11
4,2021,202109,2,69.4,120
3,2021,202106,9,66.8,24
1,2021,202112,2,40.8,94
74,2022,202208,1,72.3,5
2,2022,202203,16,53.9,49
2,2022,202209,24,58.3,86
3,2021,202101,25,38.0,9
6,2021,202105,7,52.3,121
3,2021,202101,16,40.7,63
7,2021,202103,14,46.2,24
2,2021,202111,21,43.6,80
9,2021,202105,29,66.5,55
4,2021,202110,17,53.4,85
81,2022,202208,4,74.6,30
2,2021,202107,1,66.6,11
5,2021,202108,3,60.0,94
6,2021,202106,23,59.2,127
4,2021,202107,10,59.7,58
2,2021,202103,21,42.2,31
6,2021,202106,8,68.6,84
14,2022,202208,21,63.4,124
3,2022,202204,21,60.6,123
1,2021,202102,19,49.6,24
33,2021,202109,13,68.5,5
6,2021,202104,21,57.5,121
2,2022,202208,23,72.0,100
2,2021,202112,23,44.2,9
1,2022,202208,17,63.1,121
4,2022,202205,24,56.7,21
1,2021,202111,14,53.0,142
6,2021,202108,29,64.5,35
2,2021,202108,8,61.9,39
1,2021,202109,17,61.6,73
1,2021,202111,2,47.1,125
14,2021,202107,17,68.5,124
111,2021,202109,17,61.6,138
6,2021,202106,17,70.1,47
3,2021,202108,31,66.0,71
5,2022,202207,25,68.6,85
1,2021,202106,28,58.4,125
8,2021,202104,27,56.4,77
5,2022,202204,9,45.9,44
2,2021,202110,12,52.7,82
6,2022,202208,15,68.9,4
12,2021,202108,17,61.4,21
1,2022,202201,21,37.5,51
7,2022,202205,5,57.3,47
2,2022,202201,27,37.3,39
1,2022,202207,11,79.4,125
7,2022,202208,19,68.9,84
6,2022,202203,26,57.8,27
1,2022,202203,24,52.9,21
2,2021,202110,24,50.6,90
11,2022,202207,25,68.6,28
2,2022,202203,11,50.8,84
4,2022,202201,29,46.2,84
1,2022,202203,7,40.3,85
1,2022,202208,20,68.2,129
4,2021,202109,29,58.6,21
2,2022,202208,27,70.1,51
6,2021,202111,28,39.5,9
4,2021,202110,10,53.8,4
1,2021,202109,7,79.2,37
1,2022,202204,25,57.8,39
10,2021,202108,1,62.5,9
3,2021,202112,16,44.4,106
2,2021,202112,23,44.2,76
3,2021,202110,28,52.2,12
12,2022,202208,12,83.8,9
4,2022,202202,15,46.9,120
4,2021,202104,20,56.8,27
9,2021,202104,12,42.7,124
12,2022,202207,15,73.8,28
1,2021,202103,13,49.4,86
10,2022,202205,26,60.0,21
6,2021,202104,11,44.4,9
4,2021,202110,14,52.3,27
19,2022,202201,2,55.4,59
5,2022,202203,15,54.8,124
2,2021,202101,3,35.5,28
6,2022,202203,21,55.2,7
3,2022,202206,28,61.1,12
10,2022,202207,28,73.0,9
3,2021,202105,12,52.1,12
1,2022,202207,30,72.7,11
10,2021,202111,25,38.5,23
21,2022,202202,3,44.7,30
28,2022,202209,24,58.3,2
1,2022,202205,1,59.3,127
2,2021,202111,16,46.6,82
10,2022,202207,18,90.5,7
7,2021,202108,25,68.2,9
6,2022,202201,2,55.4,9
6,2021,202105,30,68.0,122
6,2021,202106,28,58.4,78
5,2021,202108,13,67.5,24
1,2021,202108,31,66.0,86
4,2021,202108,2,63.9,7
2,2022,202209,11,70.9,80
16,2021,202112,24,50.1,139
4,2021,202102,20,57.0,28
6,2022,202205,21,65.3,86
31,2022,202209,6,66.4,5
1,2022,202203,19,52.4,132
2,2021,202101,29,53.0,40
4,2021,202103,16,53.2,86
3,2021,202108,16,66.7,136
8,2022,202209,16,60.0,146
1,2022,202201,29,46.2,108
1,2021,202102,2,54.5,121
30,2022,202209,20,60.2,5
9,2021,202103,9,38.0,121
2,2022,202206,18,87.2,136
2,2022,202206,10,64.6,139
1,2021,202109,21,63.6,127
2,2022,202205,16,66.1,73
8,2022,202207,26,67.1,9
1,2022,202206,16,76.1,123
10,2022,202205,24,56.7,23
5,2021,202103,21,42.2,52
20,2021,202104,4,48.5,56
23,2021,202106,7,66.7,30
10,2021,202102,7,40.5,124
4,2021,202104,13,45.6,24
13,2021,202105,15,55.7,10
3,2022,202208,22,68.3,123
1,2021,202110,3,58.6,134
1,2022,202205,8,62.8,49
7,2022,202203,6,45.7,6
57,2021,202107,10,59.7,5
1,2022,202202,27,46.0,26
4,2022,202201,21,37.5,82
6,2022,202206,12,66.8,27
3,2021,202101,31,51.1,26
3,2022,202209,30,60.1,84
3,2021,202105,30,68.0,121
1,2021,202112,14,41.1,125
8,2022,202209,27,57.8,124
22,2021,202105,6,54.0,2
2,2022,202205,25,56.7,67
15,2022,202204,18,54.8,124
3,2022,202202,14,47.8,84
6,2022,202208,30,76.6,85
4,2022,202203,9,50.4,82
1,2022,202204,8,52.2,120
40,2022,202207,30,72.7,5
15,2022,202206,26,60.7,133
2,2021,202108,28,64.6,11
8,2022,202204,10,48.3,124
2,2022,202203,10,50.9,82
30,2022,202207,5,66.0,83
4,2022,202207,29,72.9,115
11,2021,202108,7,62.9,28
14,2021,202108,9,64.8,4
1,2022,202202,12,39.7,70
9,2021,202103,13,49.4,23
1,2021,202107,6,62.1,39
15,2022,202208,5,70.0,146
5,2021,202106,29,60.6,84
1,2021,202102,15,49.1,73
8,2022,202206,21,69.9,121
2,2021,202110,13,53.1,106
1,2022,202207,17,81.8,19
1,2021,202109,18,64.6,28
59,2021,202107,27,65.2,30
1,2021,202110,30,56.2,42
1,2021,202109,1,67.2,94
76,2021,202108,24,66.5,30
4,2021,202105,7,52.3,50
1,2021,202103,27,46.4,116
4,2021,202111,18,44.5,27
8,2022,202202,28,48.6,28
6,2022,202202,25,42.3,27
1,2021,202103,11,52.9,35
6,2021,202103,8,38.5,10
5,2022,202205,8,62.8,12
5,2021,202110,17,53.4,127
12,2021,202108,17,61.4,146
1,2021,202111,19,42.8,142
5,2022,202204,2,41.0,49
7,2022,202207,31,70.3,24
1,2022,202202,17,54.3,73
1,2022,202204,9,45.9,128
20,2022,202203,29,53.6,2
105,2022,202205,29,59.5,5
6,2021,202104,28,51.9,44
2,2022,202207,13,83.2,108
5,2022,202208,23,72.0,82
6,2021,202106,21,61.4,124
102,2021,202107,4,63.9,30
1,2022,202203,7,40.3,125
7,2022,202208,2,77.2,120
125,2021,202104,4,48.5,30
8,2022,202208,30,76.6,9
3,2021,202102,11,29.0,47
2,2022,202207,18,90.5,12
13,2022,202206,3,70.8,7
38,2021,202103,20,44.5,83
4,2021,202108,1,62.5,50
3,2022,202204,8,52.2,100
6,2022,202205,19,66.9,7
11,2021,202108,20,68.3,21
2,2022,202205,25,56.7,139
9,2022,202207,29,72.9,28
3,2021,202107,5,63.3,44
1,2021,202108,24,66.5,142
1,2022,202205,3,58.0,123
4,2021,202101,24,40.0,59
5,2022,202201,2,55.4,50
4,2022,202206,7,62.4,82
1,2021,202110,4,56.4,11
12,2022,202206,1,63.2,133
77,2022,202207,24,72.2,29
4,2021,202108,8,61.9,142
8,2022,202202,27,46.0,77
7,2022,202209,14,69.8,124
4,2021,202111,16,46.6,23
2,2022,202204,5,51.6,49
2,2021,202110,11,55.5,40
36,2022,202206,12,66.8,5
1,2022,202203,1,52.6,67
2,2021,202105,4,52.3,80
1,2021,202103,20,44.5,125
1,2022,202206,6,59.6,130
6,2021,202107,3,64.9,70
1,2022,202203,22,53.6,15
1,2022,202208,27,70.1,94
1,2022,202202,11,40.5,3
28,2021,202102,19,49.6,30
1,2021,202101,14,48.9,120
20,2022,202202,3,44.7,29
1,2021,202112,12,52.6,21
5,2022,202204,9,45.9,82
6,2022,202201,28,44.6,121
1,2021,202108,7,62.9,130
6,2022,202206,19,69.8,12
3,2022,202208,14,67.7,56
2,2021,202101,29,53.0,49
6,2021,202104,19,51.0,9
2,2022,202203,7,40.3,35
4,2021,202104,2,59.4,76
2,2021,202104,9,51.1,49
5,2021,202104,17,48.9,49
12,2022,202207,15,73.8,10
6,2021,202105,3,49.0,19
3,2022,202204,5,51.6,77
3,2022,202209,17,56.4,131
1,2022,202207,5,66.0,70
3,2022,202207,12,83.4,108
4,2022,202204,8,52.2,94
1,2022,202203,1,52.6,73
2,2022,202207,23,67.3,22
2,2021,202103,21,42.2,35
3,2021,202104,15,45.9,50
65,2022,202207,25,68.6,29
64,2021,202105,9,60.1,29
3,2022,202205,19,66.9,123
2,2022,202205,22,71.6,120
2,2021,202106,13,73.9,24
13,2022,202209,25,58.6,44
2,2021,202102,2,54.5,42
3,2021,202108,10,64.3,31
2,2022,202204,3,40.0,57
5,2021,202104,18,47.4,78
5,2021,202105,27,59.9,31
3,2021,202111,29,37.8,7
10,2022,202202,27,46.0,86
1,2022,202202,18,51.1,67
3,2021,202105,6,54.0,51
4,2022,202201,31,47.1,47
4,2022,202204,25,57.8,85
55,2022,202207,9,75.8,5
10,2021,202104,11,44.4,124
7,2021,202109,30,53.8,133
6,2021,202110,16,53.9,127
3,2022,202204,10,48.3,122
1,2022,202205,18,68.8,67
19,2021,202102,21,54.0,23
2,2021,202105,9,60.1,129
2,2021,202112,14,41.1,47
47,2021,202109,13,68.5,2
2,2021,202111,11,45.4,142
148,2021,202105,28,64.6,138
2,2021,202106,8,68.6,123
1,2022,202201,27,37.3,125
84,2022,202207,31,70.3,5
18,2021,202109,23,60.6,29
4,2022,202208,16,68.1,31
13,2021,202108,22,65.4,4
1,2021,202106,13,73.9,39
24,2021,202106,6,63.7,23
3,2021,202109,6,76.1,12
1,2021,202107,24,65.2,111
7,2022,202205,1,59.3,27
53,2021,202105,16,55.4,5
27,2021,202103,8,38.5,5
8,2021,202107,30,64.7,77
2,2022,202206,19,69.8,106
2,2022,202202,8,46.0,9
6,2021,202107,25,67.1,6
1,2022,202206,2,70.5,106
9,2022,202208,1,72.3,31
4,2021,202103,21,42.2,70
85,2022,202204,24,56.6,30
4,2021,202110,29,57.9,82
1,2021,202112,23,44.2,68
1,2022,202208,16,68.1,115
4,2021,202105,11,52.8,27
10,2022,202208,1,72.3,85
6,2021,202109,22,61.3,73
7,2022,202201,20,43.1,139
5,2022,202208,13,80.8,123
1,2021,202107,22,78.9,134
3,2021,202108,9,64.8,134
8,2021,202105,15,55.7,84
8,2021,202106,13,73.9,122
1,2022,202207,22,66.8,129
14,2022,202207,20,69.0,28
1,2021,202107,2,63.7,129
5,2021,202101,31,51.1,77
2,2021,202111,11,45.4,123
546,2021,202108,15,66.1,138
2,2022,202208,24,76.1,0
11,2022,202204,20,55.7,121
20,2022,202201,20,43.1,2
1,2022,202209,15,68.8,49
1,2021,202103,1,49.2,11
6,2022,202202,13,43.4,77
1,2022,202208,27,70.1,55
5,2021,202110,7,57.1,27
28,2021,202105,8,62.7,23
1,2022,202207,21,70.3,76
18,2022,202205,29,59.5,112
95,2022,202203,27,54.5,30
1,2021,202106,27,61.6,90
1,2021,202109,13,68.5,70
1,2022,202201,8,49.0,55
1,2022,202202,25,42.3,19
2,2022,202204,23,58.4,77
5,2021,202106,2,65.1,84
34,2021,202103,26,49.4,30
120,2021,202107,18,75.2,83
18,2021,202107,14,65.0,146
11,2021,202105,12,52.1,21
6,2021,202109,23,60.6,21
2,2022,202207,13,83.2,71
3,2021,202106,5,60.3,82
6,2022,202206,5,63.5,85
2,2022,202203,9,50.4,35
6,2021,202101,23,41.9,24
6,2022,202204,3,40.0,27
127,2021,202112,18,42.7,138
19,2022,202205,9,67.6,29
2,2022,202201,30,46.6,76
2,2021,202112,4,49.9,50
3,2022,202209,18,58.2,22
118,2022,202207,16,78.0,5
2,2021,202106,4,60.4,50
2,2022,202208,28,73.1,112
37,2021,202106,26,60.9,29
2,2022,202206,20,70.4,12
1,2022,202201,28,44.6,12
1,2021,202106,14,76.7,11
2,2021,202102,22,52.1,11
8,2022,202201,25,33.4,5
2,2021,202108,4,63.3,121
8,2021,202104,15,45.9,121
5,2022,202208,16,68.1,123
6,2022,202202,25,42.3,121
3,2021,202109,22,61.3,29
1,2021,202103,30,60.8,39
4,2021,202108,1,62.5,34
37,2021,202111,6,41.3,5
8,2022,202208,30,76.6,124
5,2021,202108,29,64.5,123
2,2021,202101,4,35.5,84
8,2022,202205,23,62.5,124
13,2022,202207,28,73.0,44
4,2021,202109,11,62.9,12
19,2021,202110,24,50.6,133
3,2021,202104,28,51.9,143
5,2021,202105,15,55.7,52
9,2021,202108,19,62.9,77
6,2022,202209,5,70.1,120
25,2022,202208,12,83.8,28
7,2021,202109,24,62.9,47
3,2022,202207,7,68.9,47
4,2021,202110,10,53.8,121
2,2021,202107,9,60.2,26
1,2021,202110,7,57.1,37
35,2022,202207,9,75.8,2
29,2022,202205,12,59.5,5
80,2022,202203,20,54.1,83
25,2021,202112,23,44.2,5
6,2021,202105,1,50.6,85
65,2022,202208,7,73.1,29
2,2021,202105,7,52.3,86
2,2021,202107,5,63.3,6
1,2022,202204,10,48.3,123
3,2021,202111,3,46.7,10
10,2022,202201,3,54.4,55
2,2021,202104,3,48.0,52
1,2021,202105,16,55.4,38
1,2022,202209,24,58.3,101
1,2021,202104,1,64.7,116
1,2021,202106,16,76.3,94
7,2021,202101,23,41.9,85
28,2021,202105,11,52.8,29
1,2022,202209,5,70.1,127
1,2021,202101,7,32.1,39
33,2021,202102,13,31.1,30
1,2021,202108,28,64.6,111
13,2022,202206,20,70.4,55
3,2022,202204,7,54.4,124
6,2021,202103,14,46.2,86
3,2022,202205,13,62.0,42
6,2022,202207,7,68.9,27
3,2021,202108,10,64.3,76
157,2022,202205,29,59.5,83
3,2021,202105,9,60.1,35
10,2021,202104,17,48.9,146
2,2021,202106,19,64.7,6
25,2021,202104,4,48.5,136
9,2022,202207,31,70.3,28
6,2021,202106,16,76.3,31
21,2021,202111,13,54.4,83
7,2022,202205,8,62.8,108
1,2022,202204,9,45.9,49
11,2021,202108,12,69.4,7
5,2021,202107,27,65.2,78
7,2021,202109,14,70.5,31
2,2021,202106,1,71.7,67
2,2021,202108,3,60.0,108
1,2021,202106,3,60.3,10
6,2022,202203,25,56.2,146
5,2021,202109,27,63.6,10
1,2022,202203,10,50.9,38
1,2021,202102,13,31.1,41
2,2022,202205,3,58.0,50
13,2022,202204,30,55.6,56
18,2021,202104,19,51.0,55
1,2021,202105,4,52.3,52
11,2022,202208,5,70.0,124
3,2021,202101,25,38.0,133
2,2021,202104,12,42.7,67
3,2021,202104,4,48.5,127
15,2021,202107,11,61.5,4
44,2021,202104,10,52.1,29
6,2022,202208,6,70.2,67
2,2021,202112,14,41.1,24
1,2021,202108,7,62.9,37
5,2021,202102,1,52.1,47
3,2022,202204,30,55.6,131
2,2021,202111,8,48.5,47
8,2021,202104,15,45.9,6
4,2021,202108,2,63.9,106
10,2022,202207,15,73.8,31
5,2022,202201,27,37.3,47
13,2022,202204,4,41.5,29
10,2022,202204,30,55.6,146
9,2022,202201,28,44.6,55
2,2021,202106,7,66.7,76
1,2022,202208,29,74.0,12
6,2022,202207,12,83.4,9
4,2021,202105,24,54.0,52
2,2021,202101,26,34.5,108
1,2022,202209,6,66.4,112
1,2022,202203,19,52.4,128
17,2022,202205,18,68.8,30
8,2022,202207,11,79.4,47
10,2022,202208,24,76.1,9
3,2021,202106,25,60.8,123
1,2022,202202,21,50.1,35
2,2021,202102,6,45.9,132
4,2021,202108,8,61.9,123
4,2022,202205,16,66.1,21
1,2021,202108,21,62.1,120
33,2021,202111,5,45.7,2
1,2021,202109,16,64.8,7
1,2022,202207,11,79.4,76
3,2021,202101,4,35.5,6
1,2021,202111,1,51.6,118
3,2021,202107,13,63.4,40
3,2021,202108,4,63.3,127
6,2021,202111,3,46.7,77
5,2021,202109,5,70.3,121
5,2021,202109,4,69.6,82
12,2022,202208,15,68.9,84
1,2022,202209,9,63.8,35
6,2022,202209,8,64.1,47
8,2022,202205,5,57.3,21
4,2022,202205,9,67.6,82
1,2022,202202,21,50.1,86
1,2021,202103,19,48.3,143
2,2022,202202,19,44.5,70
3,2021,202103,15,51.1,9
32,2021,202104,12,42.7,5
1,2022,202204,4,41.5,24
2,2022,202205,28,62.5,129
4,2022,202201,22,36.1,47
3,2021,202104,27,56.4,108
7,2022,202208,13,80.8,19
2,2021,202105,24,54.0,42
3,2021,202106,11,72.2,122
3,2022,202205,13,62.0,85
7,2022,202201,8,49.0,10
4,2022,202206,11,65.4,12
19,2022,202206,10,64.6,29
6,2021,202104,26,57.8,9
3,2022,202204,3,40.0,24
2,2022,202205,1,59.3,118
3,2021,202111,20,42.4,49
1,2021,202104,20,56.8,52
7,2021,202109,20,60.4,10
4,2022,202201,25,33.4,121
7,2022,202207,11,79.4,49
3,2021,202103,22,44.2,31
2,2022,202204,14,60.1,76
4,2021,202104,20,56.8,47
10,2021,202112,5,43.4,10
1,2022,202207,16,78.0,0
31,2021,202111,1,51.6,2
2,2021,202107,10,59.7,56
4,2022,202205,13,62.0,31
102,2022,202207,18,90.5,30
4,2021,202108,30,64.5,80
3,2022,202205,8,62.8,92
1,2022,202203,23,51.8,15
3,2021,202101,5,37.6,42
3,2021,202107,3,64.9,85
2,2021,202102,12,32.9,67
1,2021,202109,28,57.6,28
10,2021,202107,31,62.3,108
23,2022,202201,6,39.1,2
2,2022,202204,4,41.5,99
1,2022,202201,8,49.0,123
6,2021,202105,10,56.5,77
9,2021,202109,20,60.4,133
6,2022,202203,21,55.2,10
18,2021,202105,24,54.0,23
1,2022,202201,18,41.1,146
1,2022,202205,20,65.5,35
20,2022,202205,26,60.0,10
2,2021,202112,27,54.1,118
126,2022,202206,21,69.9,138
1,2021,202105,16,55.4,114
1,2021,202105,29,66.5,23
2,2022,202206,13,65.5,7
16,2022,202207,26,67.1,23
4,2022,202208,30,76.6,92
6,2021,202103,28,48.1,86
3,2021,202104,6,42.8,84
1,2021,202105,2,49.2,38
46,2022,202206,18,87.2,29
3,2021,202103,18,45.4,35
14,2022,202207,15,73.8,21
26,2022,202207,7,68.9,30
4,2021,202107,15,64.7,121
2,2021,202101,4,35.5,28
2,2022,202205,24,56.7,19
1,2021,202102,20,57.0,35
2,2021,202104,14,47.1,21
36,2022,202205,25,56.7,29
5,2021,202105,12,52.1,94
2,2021,202104,25,60.3,76
